,lasso_features,mixed_selection_1x_features,mixed_selection_features,rf_features,topsis_features
0,0.538318489949,0.626630479834,0.672033533283,0.587442302288,0.46470197221
1,0.883216113457,0.843373160501,0.87168284418,0.845239815578,0.754773819563
